article_retrieved;article_word_amount;reference_word_amount;LSA_O_word_amount;LSA_S_word_amount;Relevance_word_amount;TextRank_word_amount;NER-summary_word_amount;LSA_O_ROUGE2-recall;LSA_O_ROUGE2-precision;LSA_O_ROUGE3-recall;LSA_O_ROUGE3-precision;LSA_S_ROUGE2-recall;LSA_S_ROUGE2-precision;LSA_S_ROUGE3-recall;LSA_S_ROUGE3-precision;Relevance_ROUGE2-recall;Relevance_ROUGE2-precision;Relevance_ROUGE3-recall;Relevance_ROUGE3-precision;TextRank_ROUGE2-recall;TextRank_ROUGE2-precision;TextRank_ROUGE3-recall;TextRank_ROUGE3-precision;NER-summary_ROUGE2-recall;NER-summary_ROUGE2-precision;NER-summary_ROUGE3-recall;NER-summary_ROUGE3-precision
2020-11-06 14:57:02.015441;5555;172;371;346;322;379;340;0.23976608187134502;0.1105121293800539;0.08235294117647059;0.03773584905660377;0.28654970760233917;0.1416184971098266;0.09411764705882353;0.046242774566473986;0.14035087719298245;0.07453416149068323;0.041176470588235294;0.021739130434782608;0.2046783625730994;0.09234828496042216;0.07058823529411765;0.0316622691292876;0.23976608187134502;0.12058823529411765;0.07647058823529412;0.03823529411764706
2020-11-06 14:57:08.671753;3762;38;116;116;107;117;98;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020-11-06 14:57:12.025080;706;60;117;144;142;108;83;0.05084745762711865;0.02564102564102564;0.0;0.0;0.01694915254237288;0.006944444444444444;0.0;0.0;0.06779661016949153;0.028169014084507043;0.0;0.0;0.06779661016949153;0.037037037037037035;0.034482758620689655;0.018518518518518517;0.0847457627118644;0.060240963855421686;0.0;0.0
2020-11-06 14:57:14.027262;4566;91;201;243;226;248;129;0.022222222222222223;0.009950248756218905;0.0;0.0;0.022222222222222223;0.00823045267489712;0.0;0.0;0.06666666666666667;0.02654867256637168;0.0;0.0;0.06666666666666667;0.024193548387096774;0.0;0.0;0.044444444444444446;0.031007751937984496;0.0;0.0
2020-11-06 14:57:17.661499;2379;73;133;147;159;177;159;0.027777777777777776;0.015037593984962405;0.0;0.0;0.06944444444444445;0.034013605442176874;0.0;0.0;0.05555555555555555;0.025157232704402517;0.0;0.0;0.05555555555555555;0.022598870056497175;0.0;0.0;0.041666666666666664;0.018867924528301886;0.0;0.0
2020-11-06 14:57:19.964275;1864;83;138;138;142;152;141;0.12195121951219512;0.07246376811594203;0.0;0.0;0.12195121951219512;0.07246376811594203;0.0;0.0;0.12195121951219512;0.07042253521126761;0.012345679012345678;0.007042253521126761;0.0975609756097561;0.05263157894736842;0.0;0.0;0.35365853658536583;0.20567375886524822;0.2222222222222222;0.1276595744680851
2020-11-06 14:57:21.968884;987;47;132;143;156;138;126;0.08695652173913043;0.030303030303030304;0.0;0.0;0.06521739130434782;0.02097902097902098;0.0;0.0;0.08695652173913043;0.02564102564102564;0.0;0.0;0.06521739130434782;0.021739130434782608;0.0;0.0;0.043478260869565216;0.015873015873015872;0.0;0.0
2020-11-06 14:57:23.365784;528;35;77;78;79;79;67;0.14705882352941177;0.06493506493506493;0.09090909090909091;0.03896103896103896;0.47058823529411764;0.20512820512820512;0.3333333333333333;0.14102564102564102;0.47058823529411764;0.20253164556962025;0.3333333333333333;0.13924050632911392;0.47058823529411764;0.20253164556962025;0.3333333333333333;0.13924050632911392;0.6764705882352942;0.34328358208955223;0.5151515151515151;0.2537313432835821
2020-11-06 14:57:24.681920;587;40;94;87;79;85;95;0.38461538461538464;0.1595744680851064;0.23684210526315788;0.09574468085106383;0.07692307692307693;0.034482758620689655;0.0;0.0;0.07692307692307693;0.0379746835443038;0.0;0.0;0.38461538461538464;0.17647058823529413;0.23684210526315788;0.10588235294117647;0.20512820512820512;0.08421052631578947;0.05263157894736842;0.021052631578947368
2020-11-06 14:57:25.519401;1957;71;146;157;157;142;147;0.02857142857142857;0.0136986301369863;0.0;0.0;0.014285714285714285;0.006369426751592357;0.0;0.0;0.014285714285714285;0.006369426751592357;0.0;0.0;0.04285714285714286;0.02112676056338028;0.0;0.0;0.08571428571428572;0.04081632653061224;0.0;0.0
2020-11-06 14:57:27.512579;1301;60;98;154;138;136;132;0.15254237288135594;0.09183673469387756;0.0;0.0;0.06779661016949153;0.025974025974025976;0.0;0.0;0.06779661016949153;0.028985507246376812;0.0;0.0;0.03389830508474576;0.014705882352941176;0.0;0.0;0.0;0.0;0.0;0.0
2020-11-06 14:57:29.269784;1057;135;267;276;269;292;249;0.291044776119403;0.14606741573033707;0.21804511278195488;0.10861423220973783;0.27611940298507465;0.13405797101449277;0.20300751879699247;0.09782608695652174;0.08208955223880597;0.040892193308550186;0.03007518796992481;0.01486988847583643;0.2835820895522388;0.13013698630136986;0.20300751879699247;0.09246575342465753;0.23134328358208955;0.12449799196787148;0.20300751879699247;0.10843373493975904
2020-11-06 14:57:32.462951;1395;184;266;318;331;330;274;0.13114754098360656;0.09022556390977443;0.038461538461538464;0.02631578947368421;0.28415300546448086;0.16352201257861634;0.13186813186813187;0.07547169811320754;0.33879781420765026;0.18731117824773413;0.17582417582417584;0.09667673716012085;0.30601092896174864;0.1696969696969697;0.10989010989010989;0.06060606060606061;0.2568306010928962;0.17153284671532848;0.12087912087912088;0.08029197080291971
2020-11-06 14:57:37.461734;481;67;180;189;176;189;135;0.3787878787878788;0.1388888888888889;0.2153846153846154;0.07777777777777778;0.36363636363636365;0.12698412698412698;0.2153846153846154;0.07407407407407407;0.3787878787878788;0.14204545454545456;0.2;0.07386363636363637;0.36363636363636365;0.12698412698412698;0.2153846153846154;0.07407407407407407;0.12121212121212122;0.05925925925925926;0.03076923076923077;0.014814814814814815
2020-11-06 14:57:47.336650;2917;85;183;190;179;179;164;0.2619047619047619;0.12021857923497267;0.1927710843373494;0.08743169398907104;0.30952380952380953;0.1368421052631579;0.1927710843373494;0.08421052631578947;0.2857142857142857;0.1340782122905028;0.1927710843373494;0.0893854748603352;0.34523809523809523;0.16201117318435754;0.1927710843373494;0.0893854748603352;0.2619047619047619;0.13414634146341464;0.1927710843373494;0.0975609756097561
2020-11-06 14:57:51.360112;1602;52;118;144;142;149;135;0.0;0.0;0.0;0.0;0.1568627450980392;0.05555555555555555;0.02;0.006944444444444444;0.1568627450980392;0.056338028169014086;0.02;0.007042253521126761;0.1568627450980392;0.053691275167785234;0.02;0.006711409395973154;0.19607843137254902;0.07407407407407407;0.02;0.007407407407407408
